GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted,Contributors
maif/melusine,Y,171,320,4435,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MAIF/melusine/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MAIF/melusine/issues/1 and https://github.com/MAIF/melusine/issues/5 however there are only 4 issues raised in total",1,https://github.com/MAIF/melusine/blob/master/LICENSE is provided.,1,There are many files related to testing.,28.0,7.0,10.0,9.0,82.0,144.0,144.0,0.0,0.0,321.0,0.0086687306501548,0.0052083333333333,0.0011555350127108,0.0010427528675703,0.0026153797084808,0.0070069582988662,0.0070069582988662,0.0,0.0,0.0072151045178691,21,0.7666666666666666
joeynmt/joeynmt,Y,318,530,4470,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/joeynmt/joeynmt/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, some codes are documented",1.0,Consistent commits in the last month,1,"More closed than open, author does not respond frequently",1,https://github.com/joeynmt/joeynmt/blob/master/LICENSE,1,There are many files related to testing.,5.0,2.0,18.0,18.0,165.0,95.0,95.0,3.0,6.0,145.0,0.001547987616099,0.0014880952380952,0.0020799630228795,0.0020855057351407,0.0052626542914553,0.0046226460999464,0.0046226460999464,0.0015839493136219,0.0065430752453653,0.0032591593616543,21,0.9666666666666667
sujit-o/pykg2vec,Y,185,1304,4522,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Sujit-O/pykg2vec/graphs/contributors shows that there are multiple contributors,1,The project uses Travis and Circle CI,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/StanfordVL/MinkowskiEngine/issues/150 and https://github.com/StanfordVL/MinkowskiEngine/issues/165",1,https://github.com/Sujit-O/pykg2vec/blob/master/LICENSE is provided.,1,There are many files related to testing,45.0,9.0,63.0,48.0,806.0,316.0,316.0,1.0,4.0,357.0,0.0139318885448916,0.0066964285714285,0.0072798705800785,0.005561348627042,0.0257072688418971,0.0153763807114009,0.0153763807114009,0.0005279831045406,0.0043620501635768,0.008024275118004,21,0.26666666666666666
mlmed/torchxrayvision,Y,128,118,4530,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mlmed/torchxrayvision/graphs/contributors shows there are multiple contributors but mainly 1,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/mlmed/torchxrayvision/graphs/commit-activity shows that there have been some activities in the past months.,1,"The project maintainers respond to issues, as evidenced by https://github.com/mlmed/torchxrayvision/issues/21 and https://github.com/mlmed/torchxrayvision/issues/13",1,https://github.com/mlmed/torchxrayvision/blob/master/LICENSE,1,One test file,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21,0.3333333333333333
ciphey/ciphey,Y,111,774,4542,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Ciphey/Ciphey/graphs/contributors shows that there are multiple contributors but mainly author,1,The project uses CI but not sure what is it,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity until recent 2 months,1,"The project maintainers respond to issues, as evidenced by https://github.com/Ciphey/Ciphey/issues/118 and https://github.com/Ciphey/Ciphey/issues/117.",1,https://github.com/Ciphey/Ciphey/blob/master/license is provided.,1,There are many files related to testing.,1.0,0.0,2.0,2.0,4.0,83.0,83.0,0.0,0.0,1.0,0.0003095975232198,0.0,0.0002311070025421,0.00023172285946,0.0001275794979746,0.0040387329083742,0.0040387329083742,0.0,0.0,2.247696111485727e-05,21,1.0
molecularsets/moses,Y,336,207,4587,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/molecularsets/moses/graphs/contributors shows there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/molecularsets/moses/graphs/commit-activity shows that there have been few activities in the past months.,1,"The project maintainers respond to issues, as evidenced by https://github.com/molecularsets/moses/issues/71 and https://github.com/molecularsets/moses/issues/69",1,https://github.com/molecularsets/moses/blob/master/LICENSE,1,There are files related to testing,67.0,2.0,31.0,21.0,165.0,212.0,212.0,5.0,22.0,248.0,0.0207430340557275,0.0014880952380952,0.0035821585394037,0.0024330900243309,0.0052626542914553,0.0103157997177752,0.0103157997177752,0.0026399155227032,0.0239912758996728,0.0055742863564846,21,0.6
petrochukm/pytorch-nlp,Y,1725,408,4596,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/PetrochukM/PyTorch-NLP/graphs/contributors shows that there are multiple contributors but mainly 1,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/PetrochukM/PyTorch-NLP/issues/89 and https://github.com/PetrochukM/PyTorch-NLP/issues/71",1,https://github.com/PetrochukM/PyTorch-NLP/blob/master/LICENSE is provided.,1,There are many files related to testing.,131.0,26.0,44.0,42.0,161.0,356.0,356.0,3.0,29.0,331.0,0.0405572755417956,0.019345238095238,0.0050843540559278,0.0048661800486618,0.0051350747934806,0.0173227580166415,0.0173227580166415,0.0015839493136219,0.0316248636859323,0.0074398741290177,21,0.5333333333333333
ria-com/nomeroff-net,Y,225,452,4626,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/ria-com/nomeroff-net/graphs/contributors,0,No indications of using CI services,1,"There is a well maintained README, codes are well documented",0.0,No commits the past month,1,"More closed than open, author does not respond frequently",1,https://github.com/ria-com/nomeroff-net/blob/master/LICENSE,1,There are many files related to testing,13.0,3.0,12.0,12.0,86.0,38.0,38.0,0.0,1.0,84.0,0.0040247678018575,0.0022321428571428,0.001386642015253,0.0013903371567605,0.0027429592064555,0.0018490584399785,0.0018490584399785,0.0,0.0010905125408942,0.001888064733648,21,0.26666666666666666
frankkramer-lab/miscnn,Y,120,317,4637,The source code of this project has been organised into different modules in a way that shows the relationship between different files,0,There are no contributors to the project other than the author.,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well maintained README and documentations at https://github.com/frankkramer-lab/MIScnn/tree/master/docs,1.0,Checking https://github.com/frankkramer-lab/MIScnn/pulse/monthly there has been significant commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/frankkramer-lab/MIScnn/issues/29",1,https://github.com/frankkramer-lab/MIScnn/blob/master/LICENSE.md is provided,1,There are many files related to testing.,21.0,7.0,47.0,39.0,641.0,488.0,488.0,10.0,1.0,624.0,0.0065015479876161,0.0052083333333333,0.0054310145597411,0.0045185957594716,0.0204446145504417,0.0237458031239355,0.0237458031239355,0.0052798310454065,0.0010905125408942,0.0140256237356709,21,0.23333333333333334
fizyr/keras-retinanet,Y,3815,1069,4646,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/fizyr/keras-retinanet/graphs/contributors shows that there are multiple contributors.,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well maintained README and in functions at https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/initializers.py and https://github.com/fizyr/keras-retinanet/blob/master/keras_retinanet/losses.py,1.0,Checking https://github.com/fizyr/keras-retinanet/pulse/monthly there has been 6 commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/fizyr/keras-retinanet/issues/1402",1,https://github.com/fizyr/keras-retinanet/blob/master/LICENSE is provided,1,There are many files related to testing.,45.0,2.0,33.0,30.0,447.0,374.0,374.0,8.0,7.0,935.0,0.0139318885448916,0.0014880952380952,0.0038132655419459,0.0034758428919012,0.0142570088986699,0.0181986278039998,0.0181986278039998,0.0042238648363252,0.0076335877862595,0.0210159586423915,21,1.0
broadinstitute/keras-rcnn,Y,501,838,4683,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/broadinstitute/keras-rcnn/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,1,Open issues more than closed,1,https://github.com/broadinstitute/keras-rcnn/blob/master/LICENSE is provided.,1,There are many files related to testing,0.0,2.0,15.0,7.0,742.0,141.0,141.0,3.0,0.0,274.0,0.0,0.0014880952380952,0.0017333025190663,0.0008110300081103,0.0236659968743023,0.0068609800009731,0.0068609800009731,0.0015839493136219,0.0,0.0061586873454708,21,0.5
