GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted,Contributors
stephenhky/pyshorttextcategorization,Y,382,908,2880,"Many folders, each have a few files inside in https://github.com/stephenhky/PyShortTextCategorization/tree/master/shorttext",1,"1 has significantly more commits than others, but 5 contributers",1,Travis used,1,Documentation mostly in links,0.0,Commit activity not negligible,1,6 open << 32 closed,1,License provided,1,A number of tests,75.0,35.0,45.0,36.0,228.0,286.0,286.0,1.0,19.0,328.0,0.023219814241486,0.0260416666666666,0.0051999075571989,0.0041710114702815,0.0072720313845565,0.0139165977324704,0.0139165977324704,0.0005279831045406,0.0207197382769901,0.0073724432456731,7,0.2
idealo/image-super-resolution,Y,1874,128,2889,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/idealo/image-super-resolution/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a README, codes are not documented",0.0,"No commits in the past few months, around 12 commits in the last year",1,More closed issues than open. Project authors respond to issues: https://github.com/idealo/image-super-resolution/issues,1,https://github.com/idealo/image-super-resolution/blob/master/LICENSE,1,There are many files related to testing.,21.0,7.0,17.0,10.0,151.0,179.0,179.0,7.0,0.0,452.0,0.0065015479876161,0.0052083333333333,0.0019644095216085,0.0011586142973004,0.0048161260485439,0.0087100384409517,0.0087100384409517,0.0036958817317845,0.0,0.0101595864239154,21,0.26666666666666666
nerox8664/pytorch2keras,Y,532,277,2890,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/nerox8664/pytorch2keras/graphs/contributors shows there are multiple contributors but mainly 1,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README and most of the functions in https://github.com/nerox8664/pytorch2keras/blob/master/pytorch2keras/converter.py have appropriate docstrings,1.0,https://github.com/nerox8664/pytorch2keras/graphs/commit-activity shows there are few activities in the past few months,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/nerox8664/pytorch2keras/issues/111 and https://github.com/nerox8664/pytorch2keras/issues/108",1,https://github.com/nerox8664/pytorch2keras/blob/master/LICENSE,1,There are many files related to testing,10.0,1.0,72.0,72.0,161.0,240.0,240.0,0.0,18.0,64.0,0.0030959752321981,0.0007440476190476,0.0083198520915183,0.008342022940563,0.0051350747934806,0.0116782638314437,0.0116782638314437,0.0,0.0196292257360959,0.0014385255113508,21,0.4
liberai/nspm,Y,117,149,2921,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/tensorflow/nmt/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,0,The maintainers of the project does not reply to issues or close them.,1,https://github.com/LiberAI/NSpM/blob/master/LICENSE is provided.,1,There are files related to testing but everywhere,33.0,2.0,2.0,1.0,62.0,167.0,167.0,5.0,9.0,862.0,0.0102167182662538,0.0014880952380952,0.0002311070025421,0.00011586142973,0.0019774822186074,0.0081261252493795,0.0081261252493795,0.0026399155227032,0.0098146128680479,0.0193751404810069,21,0.43333333333333335
belval/textrecognitiondatagenerator,Y,1269,121,2922,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Belval/TextRecognitionDataGenerator/graphs/contributors shows that there are multiple contributors but mainly author,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/Belval/TextRecognitionDataGenerator/issues/109 and https://github.com/Belval/TextRecognitionDataGenerator/issues/95.",1,https://github.com/Belval/TextRecognitionDataGenerator/blob/master/LICENSE is provided.,1,There are 2 files related to testing.,21.0,0.0,3.0,3.0,90.0,67.0,67.0,0.0,0.0,52.0,0.0065015479876161,0.0,0.0003466605038132,0.0003475842891901,0.0028705387044301,0.003260181986278,0.003260181986278,0.0,0.0,0.0011688019779725,21,1.0
vita-epfl/monoloco,Y,183,141,2971,Organised but not in modules,1,"2 has significantly more commits than others, but 11 contributers",1,Travis used,1,Documentation provided,1.0,Commits are quite spread out,1,1 open << 11 closed,1,License provided,1,A number,123.0,5.0,21.0,14.0,158.0,206.0,206.0,1.0,20.0,1108.0,0.0380804953560371,0.003720238095238,0.0024266235266928,0.0016220600162206,0.0050393901699996,0.0100238431219891,0.0100238431219891,0.0005279831045406,0.0218102508178844,0.0249044729152618,9,0.13333333333333333
interpretml/dice,Y,289,157,3133,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/interpretml/DiCE/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,More closed issues than open. Project authors respond to issues: https://github.com/interpretml/DiCE/issues,1,https://github.com/interpretml/DiCE/blob/master/LICENSE,1,There are many files related to testing.,128.0,6.0,71.0,22.0,774.0,474.0,474.0,0.0,19.0,1374.0,0.0396284829721362,0.0044642857142857,0.0082042985902472,0.0025489514540609,0.0246866328580997,0.0230645710671013,0.0230645710671013,0.0,0.0207197382769901,0.0308833445718138,21,0.6333333333333333
tlatkowski/multihead-siamese-nets,Y,117,151,3221,Organised but not in modules,0,"There is 1 contributor other than the author, but 1 commit only",1,Travis used,0,not much,1.0,Commits are quite spread out,0,same no. of open as closed,1,License provided,1,Few,5.0,0.0,22.0,13.0,102.0,117.0,117.0,0.0,0.0,118.0,0.001547987616099,0.0,0.0025421770279639,0.0015061985864905,0.0032532771983542,0.0056931536178288,0.0056931536178288,0.0,0.0,0.0026522814115531,9,0.1
microsoft/forecasting,Y,1205,1218,3262,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/microsoft/forecasting/graphs/contributors shows that there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/microsoft/forecasting/blob/master/fclib/fclib/models/dilated_cnn.py and https://github.com/microsoft/forecasting/blob/master/fclib/fclib/feature_engineering/feature_utils.py and https://github.com/microsoft/forecasting/blob/master/fclib/fclib/azureml/azureml_utils.py have appropriate docstrings",1.0,https://github.com/microsoft/forecasting/graphs/commit-activity shows that there have been some activities in the past few months with a few in the last month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/microsoft/forecasting/issues/213 and https://github.com/microsoft/forecasting/issues/201",1,https://github.com/microsoft/forecasting/blob/master/LICENSE,1,There are many files related to testing,20.0,26.0,1.0,0.0,92.0,98.0,98.0,1.0,1.0,203.0,0.0061919504643962,0.019345238095238,0.000115553501271,0.0,0.0029343284534175,0.0047686243978395,0.0047686243978395,0.0005279831045406,0.0010905125408942,0.004562823106316,21,0.0
bricewalker/hey-jetson,Y,137,307,3314,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/bricewalker/Hey-Jetson/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/bricewalker/Hey-Jetson/issues/53 and https://github.com/bricewalker/Hey-Jetson/issues/51",1,https://github.com/bricewalker/Hey-Jetson/blob/master/LICENSE is provided.,1,There are many files related to testing,20.0,4.0,8.0,6.0,61.0,101.0,101.0,1.0,0.0,198.0,0.0061919504643962,0.0029761904761904,0.0009244280101687,0.0006951685783802,0.0019455873441138,0.0049146026957325,0.0049146026957325,0.0005279831045406,0.0,0.0044504383007417,21,0.1
google/ml-metadata,Y,152,195,3336,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/google/ml-metadata/graphs/contributors that there are multiple contributors.,0,CI is not used on the project.,1,"There is a well-maintained README, and documentations in https://github.com/google/ml-metadata/tree/master/g3doc",1.0,Checking https://github.com/google/ml-metadata/pulse/monthly there has been significant commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/google/ml-metadata/issues/42",1,https://github.com/google/ml-metadata/blob/master/LICENSE is provided,0,There is no evidence of any testing done on the project.,25.0,3.0,22.0,22.0,148.0,168.0,168.0,1.0,0.0,238.0,0.0077399380804953,0.0022321428571428,0.0025421770279639,0.0025489514540609,0.0047204414250629,0.0081747846820106,0.0081747846820106,0.0005279831045406,0.0,0.005349516745336,21,0.5666666666666667
asappresearch/sru,Y,1805,275,3357,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/asappresearch/sru/graphs/contributors shows that there are multiple contributors,1,The project uses Circle CI,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,1,Open issues more than closed,1,https://github.com/asappresearch/sru/blob/master/LICENSE is provided.,1,There are files related to testing,113.0,3.0,15.0,14.0,200.0,132.0,132.0,5.0,18.0,337.0,0.034984520123839,0.0022321428571428,0.0017333025190663,0.0016220600162206,0.0063789748987337,0.006423045107294,0.006423045107294,0.0026399155227032,0.0196292257360959,0.0075747358957069,21,0.5
ha0tang/attentiongan,Y,214,216,3360,The source code of this project has been organised into different modules in a way that shows the relationship between different files,0,There are no contributors to the project other than the author.,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/Ha0Tang/AttentionGAN/issues/12 and https://github.com/Ha0Tang/AttentionGAN/issues/11",1,https://github.com/Ha0Tang/AttentionGAN/blob/master/LICENSE.md is provided.,1,There are files related to testing but its everywhere,13.0,10.0,48.0,40.0,263.0,242.0,242.0,3.0,19.0,213.0,0.0040247678018575,0.0074404761904761,0.0055465680610122,0.0046344571892017,0.0083883519918349,0.0117755826967057,0.0117755826967057,0.0015839493136219,0.0207197382769901,0.0047875927174645,21,0.06666666666666667
faustomorales/keras-ocr,Y,604,149,3377,The source code of the project exists as ad-hoc scripts,1,https://github.com/faustomorales/keras-ocr/graphs/contributors shows that there are multiple contributors.,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well maintained README and documentation at https://github.com/faustomorales/keras-ocr/tree/master/docs,1.0,Checking https://github.com/faustomorales/keras-ocr/pulse/monthly there has been 1 commit activity in the past month.,1,"The project maintainers respond to issues, as evidenced by https://github.com/faustomorales/keras-ocr/issues/93",1,https://github.com/faustomorales/keras-ocr/blob/master/LICENSE is provided,1,There are many files related to testing.,9.0,0.0,2.0,0.0,31.0,12.0,12.0,0.0,1.0,19.0,0.0027863777089783,0.0,0.0002311070025421,0.0,0.0009887411093037,0.0005839131915721,0.0005839131915721,0.0,0.0010905125408942,0.0004270622611822,18,0.5666666666666667
alvinwan/neural-backed-decision-trees,Y,280,702,3383,The source code of the project exists as ad-hoc scripts,1,https://github.com/alvinwan/neural-backed-decision-trees/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,0,The maintainers of the project does not reply to issues or close them.,1,https://github.com/alvinwan/neural-backed-decision-trees/blob/master/LICENSE is provided.,1,There are files related to testing,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,18,0.4
jettify/pytorch-optimizer,Y,871,219,3420,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/jettify/pytorch-optimizer/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, some codes are documented",1.0,Consistent commits in the last month,1,More closed issues than open. Project authors respond to issues: https://github.com/jettify/pytorch-optimizer/issues/137,1,https://github.com/jettify/pytorch-optimizer/blob/master/LICENSE,1,There are many files related to testing.,2.0,13.0,2.0,1.0,22.0,33.0,33.0,2.0,1.0,31.0,0.0006191950464396,0.009672619047619,0.0002311070025421,0.00011586142973,0.0007016872388607,0.0016057612768235,0.0016057612768235,0.0010559662090813,0.0010905125408942,0.0006967857945605,21,0.8666666666666667
arogozhnikov/einops,Y,833,199,3449,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/arogozhnikov/einops/graphs/contributors shows that there are multiple contributors but mainly 1,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,Open issues more than closed,1,https://github.com/arogozhnikov/einops/blob/master/LICENSE is provided.,1,There are files related to testing,0.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,0.0,4.0,0.0,0.0,0.000115553501271,0.00011586142973,0.0001275794979746,0.000243297163155,0.000243297163155,0.0005279831045406,0.0,8.990784445942908e-05,21,0.8
maybeshewill-cv/lanenet-lane-detection,Y,1114,148,3461,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MaybeShewill-CV/lanenet-lane-detection/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MaybeShewill-CV/lanenet-lane-detection/issues/419 and https://github.com/MaybeShewill-CV/lanenet-lane-detection/issues/410",1,https://github.com/MaybeShewill-CV/lanenet-lane-detection/blob/master/LICENSE is provided.,1,There are files related to testing.,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21,0.16666666666666666
arogozhnikov/hep_ml,Y,126,331,3507,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/arogozhnikov/hep_ml/graphs/contributors shows that there are multiple contributors but mainly 1,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,0,Do reply to issues last time but not recently and not often,1,https://github.com/arogozhnikov/hep_ml/blob/master/LICENSE is provided.,1,There are many files related to testing,17.0,5.0,49.0,49.0,109.0,324.0,324.0,6.0,0.0,367.0,0.0052631578947368,0.003720238095238,0.0056621215622833,0.0056772100567721,0.0034765413198099,0.015765656172449,0.015765656172449,0.0031678986272439,0.0,0.0082490447291526,21,0.3333333333333333
interpretml/interpret-text,Y,107,135,3659,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/interpretml/interpret-text/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More open issues than closed issues, author does not respond frequently",1,https://github.com/interpretml/interpret-text/blob/master/LICENSE,1,There are many files related to testing.,9.0,7.0,29.0,21.0,179.0,163.0,163.0,3.0,13.0,181.0,0.0027863777089783,0.0052083333333333,0.0033510515368615,0.0024330900243309,0.0057091825343667,0.0079314875188555,0.0079314875188555,0.0015839493136219,0.0141766630316248,0.0040683299617891,21,0.6
vespa-engine/sample-apps,Y,102,1288,3673,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,around 14 have significant contributions,1,Travis used,1,Documentation provided,0.0,"Recent, Commit activity not negligible",0,no issues,1,License provided,0,Doesn't seem to have unit test,57.0,5.0,14.0,12.0,242.0,285.0,285.0,3.0,36.0,580.0,0.0176470588235294,0.003720238095238,0.0016177490177952,0.0013903371567605,0.0077185596274678,0.0138679382998394,0.0138679382998394,0.0015839493136219,0.0392584514721919,0.0130366374466172,21,1.0
bitextor/bitextor,Y,140,2578,3705,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/bitextor/bitextor/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity until recently,1,"The project maintainers respond to issues, as evidenced by https://github.com/bitextor/bitextor/issues/169 and https://github.com/bitextor/bitextor/issues/175",1,https://github.com/bitextor/bitextor/blob/master/document-aligner/LICENSE is provided.,1,There are files related to testing,8.0,1.0,2.0,2.0,33.0,44.0,44.0,0.0,4.0,208.0,0.0024767801857585,0.0007440476190476,0.0002311070025421,0.00023172285946,0.001052530858291,0.0021410150357646,0.0021410150357646,0.0,0.0043620501635768,0.0046752079118903,21,0.7666666666666666
persephone-tools/persephone,Y,114,1182,3791,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/persephone-tools/persephone/graphs/contributors shows that there are 4 contributors but mainly 2,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README and most of the functions in https://github.com/persephone-tools/persephone/blob/master/persephone/corpus_reader.py and https://github.com/persephone-tools/persephone/blob/master/persephone/corpus.py and https://github.com/persephone-tools/persephone/blob/master/persephone/results.py have appropriate docstrings,1.0,https://github.com/persephone-tools/persephone/graphs/commit-activity shows that there are have been few activities in the past but some activities in the past month,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/persephone-tools/persephone/issues/234 and https://github.com/persephone-tools/persephone/issues/231",1,https://github.com/persephone-tools/persephone/blob/master/LICENSE,1,There are many files related to testing,3.0,1.0,6.0,5.0,18.0,43.0,43.0,0.0,0.0,23.0,0.0009287925696594,0.0007440476190476,0.0006933210076265,0.0005793071486502,0.000574107740886,0.0020923556031336,0.0020923556031336,0.0,0.0,0.0005169701056417,21,0.16666666666666666
huggingface/neuralcoref,Y,1971,110,3814,"Poorly organized, general naming convention, doesn't explain modules",1,Multiple contributors: https://github.com/huggingface/neuralcoref/graphs/contributors,0,No indications of using CI services,1,"There is a well maintained README, but no documentation on README",0.0,"No commits in the past few months, around 12 commits in the last year",1,Author actively replies to issues,1,https://github.com/huggingface/neuralcoref/blob/master/LICENSE.txt,1,Only 1 test file,33.0,14.0,165.0,137.0,441.0,630.0,630.0,14.0,5.0,499.0,0.0102167182662538,0.0104166666666666,0.0190663277097296,0.0158730158730158,0.0140656396517079,0.0306554425575397,0.0306554425575397,0.0073917634635691,0.0054525627044711,0.0112160035963137,15,0.6
feedly/transfer-nlp,Y,281,465,3827,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/feedly/transfer-nlp/graphs/contributors shows that there are multiple contributors.,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well maintained README and documentation at https://github.com/feedly/transfer-nlp/tree/master/docs,0.0,There is no commit in the past month,0,The author of the project does not reply to issues or close them.,1,https://github.com/feedly/transfer-nlp/blob/master/LICENSE is provided,1,There are many files related to testing.,0.0,0.0,5.0,5.0,73.0,13.0,13.0,1.0,0.0,25.0,0.0,0.0,0.0005777675063554,0.0005793071486502,0.0023283258380378,0.0006325726242032,0.0006325726242032,0.0005279831045406,0.0,0.0005619240278714,21,0.2
ultralytics/yolov3,Y,5006,2522,3830,Organised but not in modules,1,"1 has significantly more commits than others, but 33 contributers",0,CI is not used on the project.,0,not much,0.0,"Recent, Commit activity not negligible",1,104 open << 1164 closed,1,License provided,1,1,1.0,0.0,12.0,11.0,5.0,25.0,25.0,0.0,1.0,54.0,0.0003095975232198,0.0,0.001386642015253,0.0012744757270304,0.0001594743724683,0.0012164858157753,0.0012164858157753,0.0,0.0010905125408942,0.0012137559002022,9,1.0
ultralytics/yolov5,Y,2329,200,3842,Organised but not in modules,1,"1 has significantly more commits than others, but 11 contributers",0,CI is not used on the project.,1,Tutorials provided,0.0,"Recent, Commit activity not negligible",1,139 open > 105 closed,1,License provided,1,1,2.0,0.0,12.0,11.0,10.0,27.0,27.0,0.0,2.0,63.0,0.0006191950464396,0.0,0.001386642015253,0.0012744757270304,0.0003189487449366,0.0013138046810374,0.0013138046810374,0.0,0.0021810250817884,0.001416048550236,9,1.0
nyanp/nyaggle,Y,146,350,3871,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/nyanp/nyaggle/graphs/contributors shows there are multiple contributors but mainly 1,0,CI is not used on the project,1,There is a well-maintained README and most of the functions in https://github.com/nyanp/nyaggle/blob/master/nyaggle/feature_store/feature_store.py and https://github.com/nyanp/nyaggle/blob/master/nyaggle/ensemble/averaging.py and https://github.com/nyanp/nyaggle/blob/master/nyaggle/feature/nlp/bert.py have appropriate docstrings,1.0,https://github.com/nyanp/nyaggle/graphs/commit-activity shows there are few activities in the past few months,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/nyanp/nyaggle/issues/69 and https://github.com/nyanp/nyaggle/issues/67",1,https://github.com/nyanp/nyaggle/blob/master/LICENSE,1,There are many files related to testing,9.0,1.0,1.0,1.0,41.0,56.0,56.0,0.0,1.0,118.0,0.0027863777089783,0.0007440476190476,0.000115553501271,0.00011586142973,0.0013076898542404,0.0027249282273368,0.0027249282273368,0.0,0.0010905125408942,0.0026522814115531,21,0.3
microsoft/tf2-gnn,Y,188,147,4049,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/microsoft/tf2-gnn/graphs/contributors show that there are 3 contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/layers/gnn.py and https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/models/graph_task_model.py and https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/layers/nodes_to_graph_representation.py have appropriate docstrings",1.0,https://github.com/microsoft/tf2-gnn/graphs/commit-activity show that there have been significant amount of activities in the past few months consistently,0,The author of the project does not reply to issues or close them.,1,https://github.com/microsoft/tf2-gnn/blob/master/LICENSE,1,There are many files related to testing,7.0,1.0,0.0,0.0,10.0,6.0,6.0,1.0,0.0,16.0,0.0021671826625387,0.0007440476190476,0.0,0.0,0.0003189487449366,0.000291956595786,0.000291956595786,0.0005279831045406,0.0,0.0003596313778377,21,0.1
geyang/ml_logger,Y,113,531,4072,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/geyang/ml_logger/graphs/contributors that there are multiple contributors.,0,CI is not used on the project.,1,There is a well maintained README and documentations at https://github.com/geyang/ml_logger/tree/master/ml_logger/docs,0.0,There is no commit in the past month,1,"The project maintainers respond to issues, as evidenced by https://github.com/geyang/ml_logger/issues/28",1,https://github.com/geyang/ml_logger/blob/master/LICENSE.md is provided,1,There are many files related to testing.,1.0,2.0,10.0,5.0,37.0,60.0,60.0,2.0,0.0,25.0,0.0003095975232198,0.0014880952380952,0.0011555350127108,0.0005793071486502,0.0011801103562657,0.0029195659578609,0.0029195659578609,0.0010559662090813,0.0,0.0005619240278714,21,0.16666666666666666
michaelhush/m-loop,Y,127,370,4091,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/michaelhush/M-LOOP/graphs/contributors shows that there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/michaelhush/M-LOOP/blob/master/mloop/interfaces.py and https://github.com/michaelhush/M-LOOP/blob/master/mloop/controllers.py and https://github.com/michaelhush/M-LOOP/blob/master/mloop/neuralnet.py have appropriate docstrings",1.0,https://github.com/michaelhush/M-LOOP/graphs/commit-activity shows that there have been activities in the past month,1,"The project maintainers respond to issues, as evidenced by https://github.com/michaelhush/M-LOOP/issues/40 and https://github.com/michaelhush/M-LOOP/issues/38",1,https://github.com/michaelhush/M-LOOP/blob/master/LICENSE.txt,1,There are many files related to testing,6.0,8.0,14.0,10.0,110.0,98.0,98.0,1.0,2.0,55.0,0.0018575851393188,0.0059523809523809,0.0016177490177952,0.0011586142973004,0.0035084361943035,0.0047686243978395,0.0047686243978395,0.0005279831045406,0.0021810250817884,0.0012362328613171,21,0.3
tiiiger/qpytorch,Y,100,223,4123,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Tiiiger/QPyTorch/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/Tiiiger/QPyTorch/issues/31 and https://github.com/Tiiiger/QPyTorch/issues/21",1,https://github.com/Tiiiger/QPyTorch/blob/master/LICENSE is provided.,1,There are many files related to testing,7.0,31.0,82.0,63.0,141.0,159.0,159.0,6.0,12.0,148.0,0.0021671826625387,0.0230654761904761,0.0094753871042292,0.0072992700729927,0.0044971773036073,0.0077368497883314,0.0077368497883314,0.0031678986272439,0.0130861504907306,0.0033265902449988,21,0.3
as-ideas/transformertts,Y,360,421,4195,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/as-ideas/TransformerTTS/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/as-ideas/TransformerTTS/issues/33 and https://github.com/as-ideas/TransformerTTS/issues/34 but not often",1,https://github.com/as-ideas/TransformerTTS/blob/master/LICENSE is provided.,1,There are files related to testing,54.0,5.0,118.0,116.0,448.0,499.0,499.0,2.0,65.0,860.0,0.0167182662538699,0.003720238095238,0.0136353131499884,0.0134399258486849,0.0142889037731636,0.0242810568828767,0.0242810568828767,0.0010559662090813,0.0708833151581243,0.0193301865587772,21,0.16666666666666666
microsoft/adaptivecards,Y,745,2653,4318,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/microsoft/AdaptiveCards/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/microsoft/AdaptiveCards/graphs/commit-activity shows that there have been a siginificant amount of activities in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/microsoft/AdaptiveCards/issues/4311 and https://github.com/microsoft/AdaptiveCards/issues/4301",1,https://github.com/microsoft/AdaptiveCards/blob/main/LICENSE,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0
brikerman/kashgari,Y,1697,838,4420,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/BrikerMan/Kashgari/graphs/contributors shows that there are multiple contributors but mainly author,1,The project uses Azure Pipeline for CI,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity,1,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/BrikerMan/Kashgari/issues/394 and https://github.com/BrikerMan/Kashgari/issues/387.",1,https://github.com/BrikerMan/Kashgari/blob/v2-trunk/LICENSE is provided.,1,There are many files related to testing.,5.0,2.0,19.0,18.0,16.0,33.0,33.0,0.0,0.0,32.0,0.001547987616099,0.0014880952380952,0.0021955165241506,0.0020855057351407,0.0005103179918987,0.0016057612768235,0.0016057612768235,0.0,0.0,0.0007192627556754,21,0.6666666666666666
