GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted,Contributors
pytorch/text,Y,2337,566,11130,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pytorch/text/blob/master/LICENSE,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author does not respond frequently",1,https://github.com/pytorch/text/blob/master/LICENSE,1,There are many files related to testing,10.0,10.0,8.0,6.0,116.0,120.0,120.0,8.0,3.0,170.0,0.0030959752321981,0.0074404761904761,0.0009244280101687,0.0006951685783802,0.0036998054412655,0.0058391319157218,0.0058391319157218,0.0042238648363252,0.0032715376226826,0.0038210833895257,21,1.0
regel/loudml,Y,142,1085,10676,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/regel/loudml/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author responds frequently",1,https://github.com/regel/loudml/blob/develop/LICENSE,1,There are many files related to testing,49.0,12.0,93.0,77.0,521.0,689.0,689.0,11.0,21.0,737.0,0.0151702786377709,0.0089285714285714,0.0107464756182112,0.0089213300892133,0.0166172296112014,0.0335263490827697,0.0335263490827697,0.0058078141499472,0.0229007633587786,0.0165655203416498,21,0.13333333333333333
russtedrake/underactuated,Y,152,989,7246,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/RussTedrake/underactuated/graphs/contributors shows that there are multiple contributors,0,Project uses Jenkins CI previously but seems to have removed it,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity but only recently,1,"The project maintainers respond to issues, as evidenced by https://github.com/RussTedrake/underactuated/issues/353 and https://github.com/RussTedrake/underactuated/issues/372",1,https://github.com/RussTedrake/underactuated/blob/master/LICENSE.TXT is provided.,1,There are files related to testing but not much,15.0,0.0,19.0,17.0,59.0,77.0,77.0,3.0,3.0,263.0,0.0046439628482972,0.0,0.0021955165241506,0.0019696443054107,0.0018817975951264,0.0037467763125881,0.0037467763125881,0.0015839493136219,0.0032715376226826,0.0059114407732074,21,1.0
seldonio/alibi-detect,Y,135,281,11204,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/SeldonIO/alibi-detect/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,0,Do reply to issues last time but not now,1,https://github.com/SeldonIO/alibi-detect/blob/master/LICENSE is provided.,1,There are many files related to testing.,40.0,19.0,9.0,3.0,258.0,156.0,156.0,9.0,3.0,441.0,0.0123839009287925,0.0141369047619047,0.0010399815114397,0.0003475842891901,0.0082288776193665,0.0075908714904384,0.0075908714904384,0.0047518479408658,0.0032715376226826,0.009912339851652,21,0.7666666666666666
sigopt/sigopt-examples,Y,180,459,9615,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"Multiple contributors, each with contribution that is not negligible https://github.com/sigopt/sigopt-examples/graphs/contributors",1,Travis used,1,Documentation for each module,1.0,Commits are quite spread out,1,2 still open << 6 closed,1,License provided,0,Doesn't seem to have unit test,63.0,17.0,72.0,70.0,1068.0,299.0,299.0,2.0,21.0,654.0,0.0195046439628483,0.0126488095238095,0.0083198520915183,0.008110300081103,0.0340637259592383,0.0145491703566736,0.0145491703566736,0.0010559662090813,0.0229007633587786,0.0146999325691166,21,0.8
snorkel-team/snorkel,Y,3911,2637,7698,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,4 active contributors out of 52,1,Travis used,1,Documentation provided mostly in links,1.0,Commits are quite spread out,1,27 open << 880 closed,1,License provided,1,There are many files related to testing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0
sshuair/torchsat,Y,184,110,5328,Organised here https://github.com/sshuair/torchsat/tree/master/torchsat,1,There are no contributors to the project other than the author.,0,CI is not used on the project.,1,Documentation provided mostly in links,0.0,"Recent, Commit activity not negligible",1,"3 open, 4 closed",1,License provided,1,4 tests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.03333333333333333
stanfordvl/minkowskiengine,Y,711,281,11565,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/StanfordVL/MinkowskiEngine/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity but seems to commits number seems to be falling,1,"The project maintainers respond to issues, as evidenced by https://github.com/SeldonIO/seldon-core/issues/2068 and https://github.com/SeldonIO/seldon-core/issues/2048",1,https://github.com/StanfordVL/MinkowskiEngine/blob/master/LICENSE is provided.,1,There are many files related to testing,7.0,0.0,53.0,53.0,133.0,175.0,175.0,0.0,7.0,160.0,0.0021671826625387,0.0,0.0061243355673676,0.0061406557756922,0.0042420183076579,0.0085154007104277,0.0085154007104277,0.0,0.0076335877862595,0.0035963137783771,21,0.8333333333333334
studioml/studio,Y,354,2244,11668,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"1 has significantly more commits than others, but 5 contributers",1,Travis used,1,Documentation mostly in links,0.0,Commit activity not negligible,1,55 open << 179 closed,1,License provided,1,There are many files related to testing.,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21,0.43333333333333335
surrealai/surreal,Y,416,1418,9408,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/SurrealAI/surreal/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,0,Issues tab disabled but maintainers do respond to pull requests,1,https://github.com/SurrealAI/surreal/blob/master/LICENSE is provided.,1,There are files related to testing but not much,20.0,11.0,111.0,102.0,762.0,552.0,552.0,0.0,19.0,585.0,0.0061919504643962,0.0081845238095238,0.0128264386410908,0.0118178658324643,0.0243038943641756,0.0268600068123205,0.0268600068123205,0.0,0.0207197382769901,0.0131490222521915,21,0.4
taehoonlee/tensornets,Y,932,276,9404,Organised but not in modules,1,Author has 267 commits while the other 4 has 1-2 each,1,Travis used,1,Documentation provided,0.0,"Recent, Commit activity not negligible",1,14 open < 42 closed,1,License provided,1,Few tests,126.0,30.0,5.0,4.0,238.0,581.0,581.0,51.0,64.0,1028.0,0.0390092879256966,0.0223214285714285,0.0005777675063554,0.0004634457189201,0.0075909801294931,0.02827113035862,0.02827113035862,0.0269271383315733,0.0697928026172301,0.0231063160260732,9,0.16666666666666666
tensorflow/compression,Y,287,112,9362,Organised but not in modules,1,"2-3 have significantly more commits than others, but 15 contributers",0,CI is not used on the project.,1,Documentation provided,0.0,"Recent, Commit activity not negligible",1,4 open << 37 closed,1,License provided,0,Doesn't seem to have unit test,21.0,35.0,44.0,37.0,262.0,250.0,250.0,1.0,2.0,89.0,0.0065015479876161,0.0260416666666666,0.0050843540559278,0.0042868729000115,0.0083564571173412,0.0121648581577538,0.0121648581577538,0.0005279831045406,0.0021810250817884,0.0020004495392222,9,0.5666666666666667
tensorflow/quantum,Y,890,370,11147,Organised but not in modules,1,"2 have significantly more commits than others, but 16 contributers",0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,0.0,"Recent, Commit activity not negligible",1,36 open < 61 closed,1,License provided,1,A number of tests https://github.com/tensorflow/quantum/tree/master/benchmarks/scripts,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.1046439628482972,0.0081845238095238,0.0286572683152299,0.0276908817054802,0.0558479252384141,0.0547418617098924,0.0547418617098924,0.0063357972544878,0.0327153762268266,0.0467745560800179,9,1.0
tensorflow/tfjs,Y,13418,3938,11330,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"100 contributers, most significant",0,CI is not used on the project.,1,Documentation mostly in links,0.0,"Recent, Commit activity not negligible",1,376 open << 1828 closed,1,License provided,1,Have,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.1046439628482972,0.0081845238095238,0.0286572683152299,0.0276908817054802,0.0558479252384141,0.0547418617098924,0.0547418617098924,0.0063357972544878,0.0327153762268266,0.0467745560800179,21,1.0
tensorlayer/hyperpose,Y,796,487,6104,Organised but not in modules,1,"2 have significantly more commits than others, but 14 contributers",0,CI is not used on the project.,0,not much,0.0,Commit activity not negligible,1,6 open << 120 closed,0,"There is no license to be found, either in the form of a license file or written inside the source code file.",0,Doesn't seem to have unit test,4.0,2.0,27.0,22.0,186.0,115.0,115.0,1.0,2.0,376.0,0.0012383900928792,0.0014880952380952,0.0031199445343193,0.0025489514540609,0.0059324466558224,0.0055958347525667,0.0055958347525667,0.0005279831045406,0.0021810250817884,0.0084513373791863,9,0.5666666666666667
tensorlayer/rlzoo,Y,445,312,7707,Organised but not in modules,1,"2 have significantly more commits than others, but 5contributers",0,CI is not used on the project.,1,Documentation mostly in links,0.0,"Recent, Commit activity not negligible",1,2 open < 9closed,1,License provided,0,Doesn't seem to have unit test,18.0,6.0,54.0,47.0,613.0,345.0,345.0,6.0,14.0,391.0,0.0055727554179566,0.0044642857142857,0.0062398890686387,0.005445487197312,0.019551558064619,0.0167875042577003,0.0167875042577003,0.0031678986272439,0.015267175572519,0.0087884917959091,9,0.26666666666666666
thu-ml/tianshou,Y,1694,142,9696,Organised but not in modules,1,"1 has significantly more commits than others, but 19 contributers",0,CI is not used on the project.,1,Documentation provided,0.0,"Recent, Commit activity not negligible",1,16 open < 47 closed,1,License provided,1,A number of tests,41.0,20.0,18.0,16.0,409.0,131.0,131.0,3.0,8.0,601.0,0.0126934984520123,0.0148809523809523,0.0020799630228795,0.0018537828756806,0.0130450036679105,0.006374385674663,0.006374385674663,0.0015839493136219,0.0087241003271537,0.0135086536300292,9,1.0
tianzhi0549/fcos,Y,2152,288,11361,Organised but not in modules,1,"1 has significantly more commits than others, but 63 contributers",0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,1.0,Commits are quite spread out,1,116 open < 157 closed,1,License provided,1,Quite a number of tests,220.0,46.0,145.0,145.0,922.0,660.0,660.0,6.0,48.0,1177.0,0.0681114551083591,0.0342261904761904,0.0167552576843078,0.0167999073108562,0.0294070742831626,0.0321152255364702,0.0321152255364702,0.0031678986272439,0.0523446019629225,0.026455383232187,9,1.0
torchgan/torchgan,Y,1053,120,4783,Organised but not in modules,1,"1 has significantly more commits than others, but 7 contributers",1,Travis used,1,Documentation provided,1.0,Commits are quite spread out,1,16 open < 24 closed,1,License provided,1,A number of tests,7.0,0.0,52.0,52.0,92.0,162.0,162.0,0.0,25.0,197.0,0.0021671826625387,0.0,0.0060087820660966,0.0060247943459622,0.0029343284534175,0.0078828280862245,0.0078828280862245,0.0,0.0272628135223555,0.0044279613396268,9,0.3
totalgood/nlpia,Y,267,979,10684,Organised but not in modules,1,"1 has significantly more commits than others, but 8 contributers",1,Travis used,0,Have but Most of the functions in the source code are not documented.,0.0,"Recent, Commit activity not negligible",1,4 open < 14 closed,1,License provided,0,No,255.0,22.0,21.0,12.0,469.0,347.0,347.0,4.0,94.0,1499.0,0.0789473684210526,0.0163690476190476,0.0024266235266928,0.0013903371567605,0.0149586961375306,0.0168848231229623,0.0168848231229623,0.0021119324181626,0.1025081788440567,0.033692964711171,9,0.26666666666666666
tristandeleu/pytorch-meta,Y,832,295,5282,Organised but not in modules,1,"1 has significantly more commits than others, but 7 contributers",1,Travis used,0,not much,0.0,Commit activity not negligible,1,9 open < 32 closed,1,License provided,1,A number,45.0,6.0,82.0,82.0,528.0,380.0,380.0,0.0,26.0,485.0,0.0139318885448916,0.0044642857142857,0.0094753871042292,0.0095006372378635,0.0168404937326571,0.0184905843997859,0.0184905843997859,0.0,0.0283533260632497,0.0109013261407057,9,0.3
tslearn-team/tslearn,Y,1117,1523,7347,The source code of the project exists as ad-hoc scripts,1,"2 has significantly more commits than others, but 23 contributers",0,CI is not used on the project.,0,not much,1.0,Quite alot of commits past month,1,21 open << 154 closed,1,License provided,1,Quite a number of tests,67.0,2.0,33.0,25.0,480.0,417.0,417.0,8.0,8.0,1037.0,0.0207430340557275,0.0014880952380952,0.0038132655419459,0.002896535743251,0.015309539756961,0.0202909834071334,0.0202909834071334,0.0042238648363252,0.0087241003271537,0.0233086086761069,18,1.0
uber/causalml,Y,1104,227,7139,Organised but not in modules,1,"2 has significantly more commits than others, but 14contributers",1,Travis used,1,Documentation provided,1.0,Commits are quite spread out,1,20 open < 80 closed,1,License provided,1,A number,102.0,7.0,34.0,28.0,199.0,285.0,285.0,6.0,11.0,1472.0,0.031578947368421,0.0052083333333333,0.003928819043217,0.0032441200324412,0.0063470800242401,0.0138679382998394,0.0138679382998394,0.0031678986272439,0.0119956379498364,0.0330860867610699,9,1.0
ukplab/sentence-transformers,Y,2140,162,7909,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/UKPLab/sentence-transformers/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity but not very stable,1,"The project maintainers respond to issues, as evidenced by https://github.com/UKPLab/sentence-transformers/issues/282 and https://github.com/UKPLab/sentence-transformers/issues/239 but a lot issues left open",1,https://github.com/TheAlgorithms/Python/blob/master/LICENSE.md is provided.,1,There are many files related to testing,58.0,25.0,22.0,16.0,328.0,96.0,96.0,1.0,39.0,918.0,0.0179566563467492,0.0186011904761904,0.0025421770279639,0.0018537828756806,0.0104615188339233,0.0046713055325774,0.0046713055325774,0.0005279831045406,0.0425299890948745,0.0206338503034389,21,1.0
urduhack/urduhack,Y,158,112,5675,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"2 has significantly more commits than others, but 6 contributers",1,Travis used,1,Documentation provided,0.0,"Recent, Commit activity not negligible",1,all closed,1,License provided,1,2,1.0,0.0,5.0,4.0,9.0,68.0,68.0,0.0,0.0,39.0,0.0003095975232198,0.0,0.0005777675063554,0.0004634457189201,0.000287053870443,0.003308841418909,0.003308841418909,0.0,0.0,0.0008766014834794,21,0.23333333333333334
vita-epfl/openpifpaf,Y,508,808,9325,Organised but not in modules,1,"1 has significantly more commits than others, 3 contributers",1,Travis used,1,Documentation provided,0.0,Commit activity not negligible,1,7 open << 113 closed,1,License provided,1,A number,70.0,2.0,56.0,46.0,342.0,225.0,225.0,0.0,14.0,531.0,0.0216718266253869,0.0014880952380952,0.0064709960711809,0.0053296257675819,0.0109080470768347,0.0109483723419784,0.0109483723419784,0.0,0.015267175572519,0.0119352663519892,9,0.3333333333333333
yahoo/tensorflowonspark,Y,3506,578,5146,Organised but not in modules,1,"1 main contributer, the others has 1 commit each",1,Travis used,1,https://yahoo.github.io/TensorFlowOnSpark/tensorflowonspark.TFManager.html,1.0,Commits are quite spread out,1,3 open << 327 closed,1,License provided,1,License provided,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.1046439628482972,0.0081845238095238,0.0286572683152299,0.0276908817054802,0.0558479252384141,0.0547418617098924,0.0547418617098924,0.0063357972544878,0.0327153762268266,0.0467745560800179,9,0.6666666666666666
yoseflab/scvi,Y,370,1212,10838,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/YosefLab/scVI/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity,1,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/YosefLab/scVI/issues/560 and https://github.com/YosefLab/scVI/issues/690",1,https://github.com/YosefLab/scVI/blob/master/LICENSE is provided.,1,There are many files related to testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0
yzhao062/pyod,Y,3224,1168,8105,Organised but not in modules and few files,1,"1 has significantly more commits than others, 14 contributers",1,CircleCI used,1,Have a docs folder,0.0,"Recent, Commit activity not negligible",1,57 open < 66 closed,1,License provided,1,Quite a number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
zhanghang1989/pytorch-encoding,Y,1433,102,6906,Organised but not in modules,1,"1 main contributer, the other 4 has 1+ commit",0,CI is not used on the project.,1,Have a docs folder,0.0,"Recent, Commit activity not negligible",1,91 open < 146 closed,1,License provided,1,A number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.3
