GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted,Contributors
lsds/kungfu,Y,112,337,6649,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/lsds/KungFu/graphs/contributors shows that there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README but Most of the functions in the source code are not documented.,1.0,https://github.com/lsds/KungFu/graphs/commit-activity shows there has been activities in the past few months consistently,1,"The project maintainers respond to issues, as evidenced byhttps://github.com/lsds/KungFu/issues/304 and https://github.com/loujie0822/DeepIE/issues/27",1,https://github.com/lsds/KungFu/blob/master/LICENSE,1,There are many files related to testing,56.0,31.0,53.0,46.0,487.0,655.0,655.0,17.0,21.0,246.0,0.0173374613003096,0.0230654761904761,0.0061243355673676,0.0053296257675819,0.0155328038784167,0.0318719283733151,0.0318719283733151,0.0089757127771911,0.0229007633587786,0.0055293324342548,21,0.23333333333333334
lululxvi/deepxde,Y,196,321,6320,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/lululxvi/deepxde/graphs/contributors shows that there are only 2 contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/lululxvi/deepxde/blob/master/deepxde/fractional.py and https://github.com/lululxvi/deepxde/blob/master/deepxde/boundary_conditions.py have appropriate docstrings",1.0,https://github.com/lululxvi/deepxde/graphs/commit-activity shows there has been activities in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/lululxvi/deepxde/issues/78 and https://github.com/lululxvi/deepxde/issues/75",1,https://github.com/lululxvi/deepxde/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,92.0,97.0,83.0,64.0,1015.0,848.0,848.0,17.0,46.0,1156.0,0.0284829721362229,0.072172619047619,0.0095909406055003,0.0074151315027227,0.0323732976110739,0.0412631988711011,0.0412631988711011,0.0089757127771911,0.0501635768811341,0.025983367048775,21,1.0
magenta/ddsp,Y,1352,212,8726,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/magenta/ddsp/graphs/contributors shows there are multiple contributors,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/magenta/ddsp/blob/master/ddsp/effects.py and https://github.com/magenta/ddsp/blob/master/ddsp/losses.py and https://github.com/magenta/ddsp/blob/master/ddsp/processors.py have appropriate docstrings",1.0,https://github.com/magenta/ddsp/graphs/commit-activity shows there have been activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/magenta/ddsp/issues/147 and https://github.com/magenta/ddsp/issues/145",1,https://github.com/magenta/ddsp/blob/master/LICENSE,1,There are many files related to testing,19.0,2.0,60.0,60.0,243.0,224.0,224.0,5.0,17.0,240.0,0.0058823529411764,0.0014880952380952,0.0069332100762653,0.0069516857838025,0.0077504545019615,0.0108997129093474,0.0108997129093474,0.0026399155227032,0.0185387131952017,0.0053944706675657,21,0.9
mangaki/mangaki,Y,108,1026,10090,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mangaki/mangaki/graphs/contributors shows that there are multiple contributors but mainly 1,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/models.py and https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/settings.py and https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/views.py have appropriate docstrings",1.0,https://github.com/mangaki/mangaki/graphs/commit-activity shows there have been a few activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/mangaki/mangaki/issues/680 and https://github.com/mangaki/mangaki/issues/672",1,https://github.com/mangaki/mangaki/blob/master/LICENSE,1,There are many files related to testing,40.0,12.0,204.0,192.0,761.0,293.0,293.0,0.0,8.0,511.0,0.0123839009287925,0.0089285714285714,0.023572914259302,0.0222453945081682,0.024271999489682,0.0142572137608875,0.0142572137608875,0.0,0.0087241003271537,0.011485727129692,21,0.9333333333333333
marcskovmadsen/awesome-streamlit,Y,374,472,7378,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MarcSkovMadsen/awesome-streamlit/graphs/contributors shows that there are multiple contributors,1,The project uses Azure Pipeline for CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MarcSkovMadsen/awesome-streamlit/issues/15 and https://github.com/MarcSkovMadsen/awesome-streamlit/issues/13 but not often",1,https://github.com/MarcSkovMadsen/awesome-streamlit/blob/master/license.md is provided.,1,There are files related to testing.,4.0,1.0,2.0,0.0,59.0,85.0,85.0,4.0,1.0,74.0,0.0012383900928792,0.0007440476190476,0.0002311070025421,0.0,0.0018817975951264,0.0041360517736363,0.0041360517736363,0.0021119324181626,0.0010905125408942,0.0016632951224994,21,0.4666666666666667
masa-su/pixyz,Y,337,722,8937,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/masa-su/pixyz/graphs/contributors shows that there are multiple contributors but mainly 1,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/masa-su/pixyz/blob/master/pixyz/utils.py and https://github.com/masa-su/pixyz/blob/master/pixyz/layers/resnet.py and https://github.com/masa-su/pixyz/blob/master/pixyz/losses/elbo.py have appropriate docstrings",1.0,https://github.com/masa-su/pixyz/graphs/commit-activity shows that there have been activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/masa-su/pixyz/issues/111 and https://github.com/masa-su/pixyz/issues/101",1,https://github.com/masa-su/pixyz/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,21.0,0.0,72.0,62.0,176.0,351.0,351.0,2.0,1.0,242.0,0.0065015479876161,0.0,0.0083198520915183,0.0071834086432626,0.0056134979108857,0.0170794608534864,0.0170794608534864,0.0010559662090813,0.0010905125408942,0.0054394245897954,21,0.36666666666666664
materialsvirtuallab/megnet,Y,178,714,4994,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/materialsvirtuallab/megnet/graphs/contributors shows that there are multiple contributors but mainly 2,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/materialsvirtuallab/megnet/blob/master/megnet/callbacks.py and https://github.com/materialsvirtuallab/megnet/blob/master/megnet/activations.py and https://github.com/materialsvirtuallab/megnet/blob/master/megnet/models/megnet.py have appropriate docstrings",1.0,https://github.com/materialsvirtuallab/megnet/graphs/commit-activity shows there have been significant amount of activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/materialsvirtuallab/megnet/issues/125 and https://github.com/materialsvirtuallab/megnet/issues/124",1,https://github.com/materialsvirtuallab/megnet/blob/master/LICENSE.md,1,There are many files related to testing,14.0,1.0,27.0,27.0,119.0,110.0,110.0,0.0,0.0,164.0,0.0043343653250774,0.0007440476190476,0.0031199445343193,0.0031282586027111,0.0037954900647465,0.0053525375894117,0.0053525375894117,0.0,0.0,0.0036862216228365,21,0.3
medipixel/rl_algorithms,Y,277,141,9130,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/medipixel/rl_algorithms/graphs/contributors shows that there are multiple contributors but mainly 2,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/td3/agent.py and https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/recurrent/learner.py and https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/ppo/agent.py have appropriate docstrings",1.0,https://github.com/medipixel/rl_algorithms/graphs/commit-activity shows there have been activities in the past few months,1,"The project maintainers respond to issues, as evidenced by https://github.com/medipixel/rl_algorithms/issues/254 and https://github.com/medipixel/rl_algorithms/issues/251",1,https://github.com/medipixel/rl_algorithms/blob/master/LICENSE.md,1,There are many files related to testing,9.0,0.0,16.0,14.0,56.0,74.0,74.0,0.0,0.0,19.0,0.0027863777089783,0.0,0.0018488560203374,0.0016220600162206,0.0017861129716454,0.0036007980146951,0.0036007980146951,0.0,0.0,0.0004270622611822,21,0.36666666666666664
mic-dkfz/trixi,Y,196,635,6268,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MIC-DKFZ/trixi/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MIC-DKFZ/trixi/issues/26 and https://github.com/MIC-DKFZ/trixi/issues/22",1,https://github.com/MIC-DKFZ/trixi/blob/develop/LICENSE is provided.,1,There are many files related to testing.,43.0,33.0,35.0,34.0,413.0,352.0,352.0,17.0,11.0,260.0,0.013312693498452,0.0245535714285714,0.004044372544488,0.0039392886108214,0.0131725831658852,0.0171281202861174,0.0171281202861174,0.0089757127771911,0.0119956379498364,0.0058440098898628,21,0.36666666666666664
mipt-oulu/solt,Y,249,369,4783,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MIPT-Oulu/solt/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MIPT-Oulu/solt/issues/73 and https://github.com/MIPT-Oulu/solt/issues/59 but not often",1,https://github.com/MIPT-Oulu/solt/blob/master/LICENSE is provided.,1,There are files related to testing.,6.0,3.0,0.0,0.0,85.0,160.0,160.0,0.0,2.0,486.0,0.0018575851393188,0.0022321428571428,0.0,0.0,0.0027110643319618,0.0077855092209624,0.0077855092209624,0.0,0.0021810250817884,0.0109238031018206,21,0.13333333333333333
mittagessen/kraken,Y,247,1146,8098,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mittagessen/kraken/graphs/contributors shows there are multiple contributors but mainly 1,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/mittagessen/kraken/blob/master/kraken/pageseg.py and https://github.com/mittagessen/kraken/blob/master/kraken/repo.py and https://github.com/mittagessen/kraken/blob/master/kraken/rpred.py have appropriate docstrings",1.0,https://github.com/mittagessen/kraken/graphs/commit-activity shows that there have been activties in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/mittagessen/kraken/issues/214 and https://github.com/mittagessen/kraken/issues/209",1,https://github.com/mittagessen/kraken/blob/master/LICENSE,1,There are many files related to testing,14.0,4.0,23.0,22.0,136.0,205.0,205.0,0.0,5.0,280.0,0.0043343653250774,0.0029761904761904,0.002657730529235,0.0025489514540609,0.0043377029311389,0.0099751836893581,0.0099751836893581,0.0,0.0054525627044711,0.00629354911216,21,0.8
modernmt/modernmt,Y,192,3299,6163,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/modernmt/modernmt/graphs/contributors shows there are multiple contributors but mainly 1,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/modernmt/modernmt/graphs/commit-activity show that there have been significant amount of activities in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/modernmt/modernmt/issues/547 and https://github.com/modernmt/modernmt/issues/546",1,https://github.com/modernmt/modernmt/blob/master/LICENSE,1,There are many files related to testing,41.0,10.0,28.0,26.0,363.0,200.0,200.0,6.0,23.0,182.0,0.0126934984520123,0.0074404761904761,0.0032354980355904,0.0030123971729811,0.0115778394412017,0.0097318865262031,0.0097318865262031,0.0031678986272439,0.025081788440567,0.004090806922904,21,0.5
mozilla/deepspeech,Y,14213,2907,8581,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mozilla/DeepSpeech/graphs/contributors shows there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a README but someof the functions in the https://github.com/mozilla/DeepSpeech/blob/master/training/deepspeech_training/util/augmentations.py have docstrings,1.0,https://github.com/mozilla/DeepSpeech/graphs/commit-activity shows that there have been activties in the past few months consistently,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mozilla/DeepSpeech/issues?q=is%3Aissue+author%3Atilmankamp and https://github.com/mozilla/DeepSpeech/issues/3143",1,https://github.com/mozilla/DeepSpeech/blob/master/LICENSE,1,There are files related to testing,58.0,35.0,31.0,22.0,575.0,417.0,417.0,18.0,46.0,496.0,0.0179566563467492,0.0260416666666666,0.0035821585394037,0.0025489514540609,0.0183395528338595,0.0202909834071334,0.0202909834071334,0.0095036958817317,0.0501635768811341,0.0111485727129692,21,1.0
namisan/mt-dnn,Y,1388,369,11048,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/namisan/mt-dnn/graphs/contributors shows there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/namisan/mt-dnn/graphs/commit-activity shows that there have been activties in the past few months consistently,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/namisan/mt-dnn/issues/177 and https://github.com/namisan/mt-dnn/issues/174",1,https://github.com/namisan/mt-dnn/blob/master/LICENSE,1,There are files related to testing,56.0,3.0,55.0,52.0,267.0,297.0,297.0,5.0,64.0,791.0,0.0173374613003096,0.0022321428571428,0.0063554425699098,0.0060247943459622,0.0085159314898095,0.0144518514914116,0.0144518514914116,0.0026399155227032,0.0697928026172301,0.0177792762418521,21,0.5666666666666667
nanoporetech/medaka,Y,114,1053,9225,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/nanoporetech/medaka/graphs/contributors shows there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README and most of the functions in https://github.com/nanoporetech/medaka/blob/master/src/medaka_trimbam.h and https://github.com/nanoporetech/medaka/blob/master/src/medaka_trimbam.c and https://github.com/nanoporetech/medaka/blob/master/medaka/keras_ext.py have appropriate docstrings,1.0,https://github.com/nanoporetech/medaka/graphs/commit-activity shows that there have been activties in the past few months consistently,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/nanoporetech/medaka/issues/176 and https://github.com/nanoporetech/medaka/issues/175",1,https://github.com/nanoporetech/medaka/blob/master/LICENSE.md,1,There are many files related to testing,121.0,7.0,77.0,69.0,570.0,396.0,396.0,8.0,22.0,642.0,0.0374613003095975,0.0052083333333333,0.0088976195978738,0.0079944386513729,0.0181800784613912,0.0192691353218821,0.0192691353218821,0.0042238648363252,0.0239912758996728,0.0144302090357383,21,0.5333333333333333
neuromorphicprocessorproject/snn_toolbox,Y,125,630,11467,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/NeuromorphicProcessorProject/snn_toolbox/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/NeuromorphicProcessorProject/snn_toolbox/issues/62 and https://github.com/NeuromorphicProcessorProject/snn_toolbox/issues/50",1,https://github.com/NeuromorphicProcessorProject/snn_toolbox/blob/master/LICENSE.txt is provided.,1,There are many files related to testing.,110.0,18.0,93.0,78.0,1112.0,808.0,808.0,8.0,105.0,1547.0,0.0340557275541795,0.0133928571428571,0.0107464756182112,0.0090371915189433,0.0354671004369597,0.0393168215658605,0.0393168215658605,0.0042238648363252,0.1145038167938931,0.0347718588446841,21,0.3
norse/norse,Y,103,165,7395,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/norse/norse/graphs/contributors shows there are multiple contributors but mainly 2,0,CI is not used on the project,1,There is a well-maintained README and most of the functions in https://github.com/norse/norse/blob/master/norse/torch/module/encode.py and https://github.com/norse/norse/blob/master/norse/torch/module/leaky_integrator.py and https://github.com/norse/norse/blob/master/norse/torch/functional/superspike.py have appropriate docstrings,1.0,https://github.com/norse/norse/graphs/commit-activity shows there are some activities in the past few months,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/norse/norse/issues/81 and https://github.com/norse/norse/issues/71",1,https://github.com/norse/norse/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,1.0,0.0,16.0,14.0,252.0,337.0,337.0,3.0,2.0,206.0,0.0003095975232198,0.0,0.0018488560203374,0.0016220600162206,0.0080375083724045,0.0163982287966522,0.0163982287966522,0.0015839493136219,0.0021810250817884,0.0046302539896605,21,0.6333333333333333
novetta/adaptnlp,Y,186,196,7548,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Novetta/adaptnlp/graphs/contributors shows that there are multiple contributors but mainly 1,1,The project uses Circle CI,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity in recent months,1,"The project maintainers respond to issues, as evidenced by https://github.com/Novetta/adaptnlp/issues/74 and https://github.com/Novetta/adaptnlp/issues/61",1,https://github.com/Novetta/adaptnlp/blob/master/LICENSE is provided.,1,There are many files related to testing.,2.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,47.0,0.0006191950464396,0.0,0.0,0.0,0.0,0.0006325726242032,0.0006325726242032,0.0,0.0010905125408942,0.0010564171723982,21,0.0
nvidia/megatron-lm,Y,1377,257,11381,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/NVIDIA/Megatron-LM/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,The project maintainers only respond to some issues,1,https://github.com/NVIDIA/Megatron-LM/blob/master/LICENSE is provided.,1,There are files related to testing but everywhere,86.0,25.0,127.0,110.0,721.0,880.0,880.0,25.0,27.0,1040.0,0.026625386996904,0.0186011904761904,0.0146752946614282,0.0127447572703047,0.0229962045099352,0.0428203007152936,0.0428203007152936,0.0131995776135163,0.0294438386041439,0.0233760395594515,21,1.0
nvidiagameworks/kaolin,Y,1998,117,7749,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/NVIDIAGameWorks/kaolin/graphs/contributors shows that there are multiple contributors,1,The project uses Gitlab CI,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/NVIDIAGameWorks/kaolin/issues/249 and https://github.com/NVIDIAGameWorks/kaolin/issues/142",1,https://github.com/NVIDIAGameWorks/kaolin/blob/master/LICENSE is provided.,1,There are many files related to testing.,23.0,3.0,67.0,19.0,457.0,527.0,527.0,6.0,13.0,1150.0,0.0071207430340557,0.0022321428571428,0.0077420845851629,0.0022013671648708,0.0145759576436066,0.0256435209965451,0.0256435209965451,0.0031678986272439,0.0141766630316248,0.0258485052820858,21,0.8333333333333334
nviso-be/ee-outliers,Y,156,1526,6035,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/NVISO-BE/ee-outliers/graphs/contributors shows that there are multiple contributors,1,The project uses Jenkins CI,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity but not consistent,1,"The project maintainers respond to issues, as evidenced by https://github.com/NVISO-BE/ee-outliers/issues/539 and https://github.com/NVISO-BE/ee-outliers/issues/518",1,https://github.com/NVISO-BE/ee-outliers/blob/master/LICENSE is provided.,1,There are many files related to testing.,83.0,0.0,33.0,24.0,552.0,412.0,412.0,1.0,2.0,559.0,0.0256965944272445,0.0,0.0038132655419459,0.002780674313521,0.0176059707205052,0.0200476862439783,0.0200476862439783,0.0005279831045406,0.0021810250817884,0.0125646212632052,21,0.3333333333333333
open-mmlab/mmfashion,Y,463,232,9699,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/open-mmlab/mmfashion/graphs/contributors shows there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README and some of the functions in https://github.com/open-mmlab/mmfashion/blob/master/mmfashion/core/evaluation/landmark_detect_eval.py and https://github.com/open-mmlab/mmfashion/blob/master/mmfashion/core/evaluation/attr_predict_demo.py have appropriate docstrings,1.0,https://github.com/open-mmlab/mmfashion/graphs/commit-activity shows there are some activities in the past few months,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmfashion/issues/74 and https://github.com/open-mmlab/mmfashion/issues/72",1,https://github.com/open-mmlab/mmfashion/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21,0.16666666666666666
openvinotoolkit/model_server,Y,315,180,4912,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/openvinotoolkit/model_server/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/openvinotoolkit/model_server/graphs/commit-activity shows that there have been some activties in the past few months with many activities in the past month.,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/openvinotoolkit/model_server/issues/272 and https://github.com/openvinotoolkit/model_server/issues/234",1,https://github.com/openvinotoolkit/model_server/blob/master/LICENSE,1,There are many files related to testing,25.0,6.0,42.0,16.0,350.0,233.0,233.0,3.0,18.0,917.0,0.0077399380804953,0.0044642857142857,0.0048532470533857,0.0018537828756806,0.0111632060727841,0.0113376478030266,0.0113376478030266,0.0015839493136219,0.0196292257360959,0.0206113733423241,21,1.0
ottogroup/palladium,Y,469,343,5744,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/ottogroup/palladium/graphs/contributors shows that there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README and most of the functions in https://github.com/ottogroup/palladium/blob/master/palladium/interfaces.py and https://github.com/ottogroup/palladium/blob/master/palladium/persistence.py and https://github.com/ottogroup/palladium/blob/master/palladium/fit.py have appropriate docstrings,1.0,https://github.com/ottogroup/palladium/graphs/commit-activity shows that there have been few activities,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/ottogroup/palladium/issues/113 and https://github.com/ottogroup/palladium/issues/98",1,https://github.com/ottogroup/palladium/blob/master/LICENSE,1,There are many files related to testing,20.0,18.0,78.0,38.0,223.0,372.0,372.0,12.0,11.0,367.0,0.0061919504643962,0.0133928571428571,0.0090131730991449,0.0044027343297416,0.0071125570120881,0.0181013089387377,0.0181013089387377,0.0063357972544878,0.0119956379498364,0.0082490447291526,21,0.36666666666666664
phoenixdl/rising,Y,156,769,6200,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/PhoenixDL/rising/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/PhoenixDL/rising/issues/104 and https://github.com/PhoenixDL/rising/issues/99 but there are more open than closed issues",1,https://github.com/PhoenixDL/rising/blob/master/LICENSE is provided.,1,There are many files related to testing.,11.0,0.0,24.0,22.0,59.0,96.0,96.0,4.0,2.0,223.0,0.0034055727554179,0.0,0.0027732840305061,0.0025489514540609,0.0018817975951264,0.0046713055325774,0.0046713055325774,0.0021119324181626,0.0021810250817884,0.0050123623286131,21,0.3
pyannote/pyannote-audio,Y,688,1765,9657,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pyannote/pyannote-audio/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author does not respond frequently",1,https://github.com/pyannote/pyannote-audio/blob/develop/LICENSE,1,There are many files related to testing,29.0,0.0,158.0,156.0,176.0,337.0,337.0,10.0,19.0,420.0,0.0089783281733746,0.0,0.0182574532008319,0.0180743830378866,0.0056134979108857,0.0163982287966522,0.0163982287966522,0.0052798310454065,0.0207197382769901,0.00944032366824,21,1.0
pymc-devs/pymc4,Y,636,218,9754,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pymc-devs/pymc4/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author responds frequently",1,https://github.com/pymc-devs/pymc4/blob/master/LICENSE.txt,1,There are many files related to testing,12.0,3.0,41.0,41.0,72.0,253.0,253.0,23.0,15.0,218.0,0.0037151702786377,0.0022321428571428,0.0047376935521146,0.0047503186189317,0.0022964309635441,0.0123108364556469,0.0123108364556469,0.012143611404435,0.0163576881134133,0.0048999775230388,21,0.9
pyprob/pyprob,Y,301,1246,11146,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pyprob/pyprob/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a README, some codes are documented",1.0,Consistent commits in the last month,1,"More open than closed, author seldom replies",1,https://github.com/pyprob/pyprob/blob/master/LICENSE,1,There are many files related to testing,126.0,56.0,107.0,98.0,760.0,799.0,799.0,1.0,25.0,463.0,0.0390092879256966,0.0416666666666666,0.0123642246360064,0.0113544201135442,0.0242401046151883,0.0388788866721814,0.0388788866721814,0.0005279831045406,0.0272628135223555,0.0104068329961789,21,0.3
pytorch/elastic,Y,453,141,10169,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pytorch/elastic/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author responds frequently",1,https://github.com/pytorch/elastic/blob/master/LICENSE,1,There are many files related to testing,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.189487449366887e-05,0.0005839131915721,0.0005839131915721,0.0,0.0,0.0,21,1.0
pytorch/serve,Y,956,632,7438,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,Multiple contributors: https://github.com/pytorch/serve/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well maintained README, codes are well documented",1.0,Consistent commits in the last month,1,"More closed than open, author responds frequently",1,https://github.com/pytorch/serve/blob/master/LICENSE,1,There are many files related to testing,44.0,10.0,130.0,81.0,586.0,676.0,676.0,4.0,45.0,710.0,0.0136222910216718,0.0074404761904761,0.0150219551652415,0.0093847758081334,0.0186903964532899,0.0328937764585664,0.0328937764585664,0.0021119324181626,0.0490730643402399,0.0159586423915486,21,1.0
