GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer,Architecture_Converted
kerlomz/captcha_platform,N,343,146,4901,The source code of the project exists as ad-hoc scripts,1,Multiple contributors: https://github.com/kerlomz/captcha_platform/graphs/contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a README, some codes are documented",1.0,Consistent commits in the last month,0,There are no open issues,1,https://github.com/kerlomz/captcha_platform/blob/master/LICENSE,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
kevinmusgrave/powerful-benchmarker,N,135,162,5632,The source code of this project has been organised into different modules in a way that shows the relationship between different files,0,There are no contributors to the project other than the author.,0,CI is not used on the project.,1,There is a well-maintained documentation,1.0,Evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/KevinMusgrave/powerful-benchmarker/issues/40 and https://github.com/KevinMusgrave/powerful-benchmarker/issues/39",0,"There is no license to be found, either in the form of a license file or written inside the source code file.",0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
lpdi-epfl/masif,N,125,432,9344,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/LPDI-EPFL/masif/graphs/contributors shows that there are multiple contributors but mainly 1 person,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/LPDI-EPFL/masif/issues/10 and https://github.com/LPDI-EPFL/masif/issues/7",1,https://github.com/LPDI-EPFL/masif/blob/master/LICENSE is provided.,1,There are files related to testing but everywhere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
lukas/ml-class,N,1532,612,10852,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/lukas/ml-class/graphs/contributors shows that there are multiple contributors.,0,CI is not used on the project,1,There is a well-maintained README but Most of the functions in the source code are not documented.,1.0,https://github.com/lukas/ml-class/graphs/commit-activity shows there has been activities in the past without no activities in the past month,1,"The project maintainers respond to issues, as evidenced by https://github.com/lukas/ml-class/issues/48 and https://github.com/lukas/ml-class/issues/40",0,No license,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
maelfabien/multimodal-emotion-recognition,N,210,355,11517,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/lululxvi/deepxde/graphs/contributors shows that there are only 3 contributors,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/04-WebApp/library/text_emotion_recognition.py and https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/04-WebApp/library/text_preprocessor.py have appropriate docstrings",1.0,https://github.com/maelfabien/Multimodal-Emotion-Recognition/graphs/commit-activity shows very few activities in the past,0,The author of the project does not reply to issues or close them.,1,https://github.com/maelfabien/Multimodal-Emotion-Recognition/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.0848214285714285,0.0071643170788074,0.0059089329162321,0.0427391318215162,0.0311906963164809,0.0311906963164809,0.0237592397043294,0.0381679389312977,0.01022701730726,21
mravanelli/pytorch-kaldi,N,1641,157,7147,The source code of the project exists as ad-hoc scripts,1,https://github.com/mravanelli/pytorch-kaldi/graphs/contributors shows there are multiple contributors,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1.0,https://github.com/mravanelli/pytorch-kaldi/graphs/commit-activity shows that there have been few activities in the past months.,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mravanelli/pytorch-kaldi/issues/233",0,No license,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
natethegreate/hent-ai,N,596,477,4687,The source code of the project exists as ad-hoc scripts,1,https://github.com/natethegreate/hent-AI/graphs/contributors shows there are multiple contributors,0,CI is not used on the project,1,There is a well-maintained README and most of the functions in https://github.com/natethegreate/hent-AI/blob/master/mrcnn/config.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/parallel_model.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/model.py have appropriate docstrings,1.0,https://github.com/natethegreate/hent-AI/graphs/commit-activity there have been some activties in the past few months consistently,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/natethegreate/hent-AI/issues/9 and https://github.com/natethegreate/hent-AI/issues/8",1,https://github.com/natethegreate/hent-AI/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
open-mmlab/mmskeleton,N,1812,658,6676,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/open-mmlab/mmskeleton/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project,1,There is a well-maintained README and some of the functions in https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/models/backbones/st_gcn_aaai18.py and https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/ops/nms/nms.py have appropriate docstrings,1.0,https://github.com/open-mmlab/mmskeleton/graphs/commit-activity shows there are few activities in the past few months,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmskeleton/issues/334 and https://github.com/open-mmlab/mmskeleton/issues/332",1,https://github.com/open-mmlab/mmskeleton/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
oucmachinelearning/oucml,N,2878,322,11672,Organized into projects where each project source code exists as ad-hoc scripts,1,https://github.com/OUCMachineLearning/OUCML/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,0.0,No evidence of sustained commit activity in recent months,0,The maintainers of the project does not reply to issues or close them.,1,There are multiple license files as there are multiple projects for this,1,There are files related to testing but not much,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
packtpublishing/advanced-deep-learning-with-keras,N,681,424,7986,Organized into projects where each project source code exists as ad-hoc scripts,1,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,1.0,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/8 and https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/2",1,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/blob/master/LICENSE is provided.,1,There are test files for some of the projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
packtpublishing/deep-reinforcement-learning-hands-on,N,1485,1183,11128,Organized into projects where each project source code exists as ad-hoc scripts,1,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,0,Most of the functions in the source code are not documented.,0.0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/79 and https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/62",1,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/blob/master/LICENSE is provided.,1,There are test files for some of the projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
